"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"000622025";"20000";"Presidência da República";"20101";"Presidência da República";"110001";"SECRETARIA DE ADMINISTRACAO/PR";"000012026";"11/03/2026";"Objetivo: REDUÇÃO DA JORNADA DE TRABALHO DE 44 HORAS PARA 40 HORAS SEMANAIS"
"000402025";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110096";"SUPERINTENDENCIA REG. DE ADMIN. DA 5ª REGIAO";"000012025";"05/01/2026";"Objetivo: ACRESCER O CONTRATO N. 0040/2025 EM 24,99% SOBRE O VALOR ORIGINAL CONTRATADO, FUNDAMENTADO NO INCISO I, DO ART. 124 DA LEI 14.133/2021, E ESTÃO DENTRO DOS LIMITES ESTABELECIDOS NO ART. 125 DA LEI 14.133/2021"
"000272025";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110792";"DIRETORIA DE LOGISTICA E GESTAO DOCUMENTAL";"000012026";"04/03/2026";"Objetivo: INCLUIR SUBITENS NA CLÁUSULA SEXTA - DAS CONDIÇÕES DE PAGAMENTO E RENUMERAR O ITEM 6.4.1 DA CLÁUSULA SEXTA - DAS CONDIÇÕES DE PAGAMENTO."
"000282025";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110792";"DIRETORIA DE LOGISTICA E GESTAO DOCUMENTAL";"000012026";"04/03/2026";"Objetivo: INCLUIR SUBITENS NA CLÁUSULA SEXTA - DAS CONDIÇÕES DE PAGAMENTO E RENUMERAR O ITEM 6.4.1 DA CLÁUSULA SEXTA - DAS CONDIÇÕES DE PAGAMENTO."
"000192025";"47000";"Ministério do Planejamento e Orçamento";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000012025";"13/01/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 12 [DOZE] MESES, A PARTIR DE 17/02/2026 ATÉ 17/02/2027, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021."
"000012026";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"114602";"SUPERINTENDENCIA ESTADUAL DO IBGE EM RONDONIA";"000012026";"19/01/2026";"Objetivo: ACRESCIMO EM CONFORMIDADE COM A CLÁUSULA CONTRATUAL"
"000012026";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"114602";"SUPERINTENDENCIA ESTADUAL DO IBGE EM RONDONIA";"000022026";"";"Objetivo: PROPROGAÇÃO POR VIGÊNCIA CONTRATUAL"
"000012026";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"114602";"SUPERINTENDENCIA ESTADUAL DO IBGE EM RONDONIA";"000032026";"";"Objetivo: PRORROGAÇÃO POR VIGÊNCIA CONTRATUAL"
"000132021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"000012022";"13/10/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA POR MAIS 12 MESES E REAJUSTE, DE ACORDO COM O IGP-M, DO VALOR CONTRATUAL, CUJO OBJETO É A ESTERILIZAÇÃO A GÁS POR ÓXIDO DE ETILENO, DE MATERIAIS MÉDICO-HOSPITALARES, PARA O GRUPO DE SAÚDE DE GUARATINGUETÁ - GSAU-GW."
"000132021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"000022023";"11/09/2023";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA POR MAIS 12 MESES SEM REAJUSTE DO VALOR, CONFORME PROPOSTA DA CONTRATADA, CUJO OBJETO É A ESTERILIZAÇÃO A GÁS POR ÓXIDO DE ETILENO DE MATERIAIS MÉDICO-HOSPITALARES PARA O GRUPO DE SAÚDE DE GUARATINGUETÁ (GSAU-GW)"
"000132021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"000032023";"09/11/2023";"Objetivo: ALTERAÇÃO DE CNPJ E ENDEREÇO, EM NOME DA NOVA FILIAL, CONFORME SOLICITAÇÃO DA CONTRATADA, CUJO OBJETO É A ESTERILIZAÇÃO A GÁS POR ÓXIDO DE ETILENO DE MATERIAIS MÉDICO-HOSPITALARES PARA O GRUPO DE SAÚDE GUARATINGUETÁ (GSAU-GW)"
"000132021";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"000042024";"19/11/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA POR MAIS 12 MESES SEM REAJUSTE DO VALOR, CONFORME PROPOSTA DA CONTRATADA, CUJO OBJETO É A ESTERILIZAÇÃO A GÁS POR ÓXIDO DE ETILENO DE MATERIAIS MÉDICO-HOSPITALARES PARA O GRUPO DE SAÚDE DE GUARATINGUETÁ (GSAUGW), CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES DO TERMO DE REFERÊNCIA (ANEXO I DO EDITAL)."
"006882024";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"153038";"UNIVERSIDADE FEDERAL DA BAHIA";"000012025";"09/01/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES, A PARTIR DE 24/10/2025 ATÉ 24/10/2026, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021."
"000042025";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"153065";"UNIVERSIDADE FEDERAL DA PARAIBA";"000012025";"01/07/2025";"Objetivo: ACRÉSCIMO QUANTITATIVO CONSISTENTE EM AUMENTO DO VALOR CONTRATUAL, O QUE EQUIVALE A 25% (VINTE E CINCO POR CENTO) DO VALOR INICIAL ATUALIZADO DO CONTRATO, COM FUNDAMENTO NO ART. 124, INCISO I, B, DA LEI 14.133, DE 2021"
"000042025";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"153065";"UNIVERSIDADE FEDERAL DA PARAIBA";"000012026";"27/01/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 06 MESES, A PARTIR DE 29/01/2026 ATÉ 28/07/2026, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021."
"000022026";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153176";"UTFPR - CAMPUS CORNELIO PROCOPIO";"000012026";"19/03/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR FINALIDADE A ALTERAÇÃO DA CLÁUSULA TERCEIRA DO CONTRATO Nº 02/2026"
"000022026";"26000";"Ministério da Educação";"26272";"Fundação Universidade do Maranhão";"154041";"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"000012026";"12/03/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO ALTERAÇÃO NO PLANO DE TRABALHO REFERENTE AO REMANEJAMENTO DE VALORES E RECLASSIFICAÇÃO DE RUBRICAS, SEM ALTERAÇÃO DO VALOR TOTAL DO CONTRATO."
"000362025";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"000012026";"30/03/2026";"Objetivo: INFORMAR A ALTERAÇÃO DO TEXTO DA CLÁUSULA TERCEIRA - DOS PREÇOS E DAS CONDIÇÕES DE PAGAMENTO DO CONTRATO Nº 36/2025 (DOTAÇÃO ORÇAMENTÁRIA) PARA CADA CAMPI. ONDE SE LÊ 'O VALOR ANUAL ESTIMADO DO PRESENTE CONTRATO (....)', EM TERESINA, LEIA-SE 'O VALOR MENSAL ESTIMADO DO PRESENTE CONTRATO, QUE REPRESENTA A CONTRAPRESTAÇÃO PELO FORNECIMENTO DE ENERGIA ELÉTRICA PARA AS UNIDADES DE TITULARIDADE DA CONTRATANTE, É DE R$ 1.099.995,65 (....)'. EM FLORIANO, LEIA-SE: 'O VALOR MENSAL ESTIMADO DO PR"
"000022026";"26000";"Ministério da Educação";"26352";"Fundação Universidade Federal do ABC";"154503";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"000012026";"05/03/2026";"Objetivo: INCLUSÃO DE INFORMAÇÕES REFERENTES À EMENDA PARLAMENTAR NA CLÁUSULA DÉCIMA QUINTA - DOTAÇÃO ORÇAMENTÁRIA DO CONTRATO"
"000482025";"26000";"Ministério da Educação";"26352";"Fundação Universidade Federal do ABC";"154503";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"000012026";"05/03/2026";"Objetivo: INCLUSÃO DE INFORMAÇÕES REFERENTES À EMENDA PARLAMENTAR NA CLÁUSULA DÉCIMA QUINTA - DOTAÇÃO ORÇAMENTÁRIA DO CONTRATO"
"000602025";"26000";"Ministério da Educação";"26352";"Fundação Universidade Federal do ABC";"154503";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"000012026";"25/02/2026";"Objetivo: INCLUSÃO DA SEGUINTE REDAÇÃO AO CONTRATO, PASSANDO A VIGORAR CONFORME ABAIXO: '15. CLÁUSULA DÉCIMA QUINTA - DOTAÇÃO ORÇAMENTÁRIA ... VII. NÚMERO DA EMENDA: 32280005; VIII. NOME DO PARLAMENTAR: DEPUTADO IVAN VALENTE; IX; AÇÃO ORÇAMENTÁRIA: 20RK - FUNCIONAMENTO DE INSTITUIÇÕES FEDERAIS DE ENSINO SUPERIOR; X. OBJETO DA EMENDA: APOIO AO PROJETO 'ARQUIVO COMUNITÁRIO DO ABC: RECEPÇÃO E MOVIMENTAÇÃO, TRATAMENTO, MANUTENÇÃO, GUARDA E DISPONIBILIZAÇÃO DO ACERVO FÍSICO DO CENTRO CULTURA"
"000632025";"26000";"Ministério da Educação";"26352";"Fundação Universidade Federal do ABC";"154503";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"000012026";"05/03/2026";"Objetivo: INCLUSÃO DA SEGUINTE REDAÇÃO AO CONTRATO, PASSANDO A VIGORAR CONFORME ABAIXO: '15. CLÁUSULA DÉCIMA QUINTA - DOTAÇÃO ORÇAMENTÁRIA ... VII. NÚMERO DA EMENDA: 37350013; VIII. NOME DO PARLAMENTAR: DEPUTADO NILTO TATTO; IX. AÇÃO ORÇAMENTÁRIA: 20GK - FOMENTO ÀS AÇÕES DE GRADUAÇÃO, PÓS-GRADUAÇÃO, ENSINO, PESQUISA E EXTENSÃO; X. OBJETO DA EMENDA: APOIO AO PROJETO 'INTERCÂMBIO DE SABERES PARA O ENFRENTAMENTO DA DESINFORMAÇÃO CLIMÁTICA JUNTO AOS POVOS TRADICIONAIS DE MATRIZ AFRICANA NO"
"000272026";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"154840";"INST FED RN / CAMPUS SAO PAULO DO POTENGI";"000422026";"02/03/2026";"Objetivo: . O PRESENTE TERMO ADITIVO TEM POR OBJETIVO A CORREÇÃO DE ERRO MATERIAL DE ESCRITURAÇÃO NO CAMPO DE ASSINATURA DO CONTRATO Nº 27/2026-PROAD/IFRN, ONDE SE LÊ 'ALEXANDRE BANDEIRA MACENA / REPRESENTANTE LEGAL / CONTRATADA', LEIA-SE 'MÁRCIO TINÔCO CORREIA / REPRESENTANTE LEGAL / CONTRATADA', EM CONFORMIDADE COM OS ATOS CONSTITUTIVOS DA EMPRESA E COM O PREÂMBULO DO CONTRATO.'"
"000032026";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155015";"MATERNIDADE ESCOLA JANUARIO CICCO";"000012026";"11/02/2026";"Objetivo: A ALTERAÇÃO QUANTITATIVA DO OBJETO CONTRATUAL, MEDIANTE A SUPRESSÃO DE UMA UNIDADE PARA O EQUIPAMENTO DE SUPORTE CIRÚRGICO E CME CONFORME CONDIÇÕES E QUANTIDADES DESTINADAS AOS HOSPITAIS UNIVERSITÁRIOS FEDERAIS DA EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES (EBSERH), PELO PRAZO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA."
"000012023";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012024";"20/02/2024";"Objetivo: PRORROGAÇÃO DE VIGENCIA DE CONTRATO"
"000012023";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000022025";"20/02/2025";"Objetivo: PRORROGAÇÃO DE PRAZO"
"000012023";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000032026";"22/01/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM COMO OBJETO O ACRÉSCIMO DO VALOR E A PRORROGAÇÃO DE VIGÊNCIA DO CONTRATO N.º 01/2023 FIRMADO ENTRE AS PARTES EM 20/01/2023."
"000012025";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155631";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO II";"000012026";"21/01/2026";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 01/2025, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 16/01/2026 A 16/01/2027, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021. REAJUSTAR O VALOR CONTRATUAL CONFORME ESTIPULA A CLÁUSULA SEXTA DO TERMO DE CONTRATO 01/2025. O VALOR TOTAL DA CONTRATAÇÃO É DE R$ 62.775,50 (SESSENTA E DOIS MIL, SETECENTOS E SETENTA E CINCO REAIS E CINQUENTA CENTAVOS)."
"000012026";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155907";"HOSPITAL UNIVERSITARIO PROF. EDGARD SANTOS";"000012026";"09/03/2026";"Objetivo: REDUZIR A JORNADA DE TRABALHO, DE 44 HORAS PARA 40 HORAS SEMANAIS, DOS SEGUINTES SERVIÇOS CONTÍNUOS, OBJETO DO CONTRATO N.º 1/2026, NA FORMA DO ART. 4º DO DECRETO N.º 12.174/2024, DA INSTRUÇÃO NORMATIVA SEGES/MGI N.º 190/2024 E DA PORTARIA DA PRESIDÊNCIA DA EBSERH N.º 667/2025"
"002202025";"26000";"Ministério da Educação";"26422";"Instituto Federal de Educação, Ciência e T";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"000012026";"09/02/2026";"Objetivo: SUPRESSÃO DE 4 (QUATRO) POSTOS DE TRABALHOS DA: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO DE BENS MÓVEIS E IMÓVEIS, COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA E FORNECIMENTO DE MATERIAIS, UTENSÍLIOS E EQUIPAMENTOS NECESSÁRIOS, PARA ATENDER ÀS NECESSIDADES DO IFC- CAMPUS RIO DO SUL. O VALOR MENSAL DA CONTRATAÇÃO É DE R$ 58.850,99 (CINQUENTA E OITO MIL OITOCENTOS E CINQUENTA REAIS E NOVENTA E NOVE CENTAVOS), PERFAZEND"
"002202025";"26000";"Ministério da Educação";"26422";"Instituto Federal de Educação, Ciência e T";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"000022026";"27/03/2026";"Objetivo: REDUZIR A JORNADA DE TRABALHO DE 44 HORAS PARA 40 HORAS SEMANAIS DO POSTOS DE TRABALHO DE LÍDER E SERVENTES, OBJETO DO CONTRATO Nº 220/2025, NA FORMA DO ART. 4º DO DECRETO Nº 12.174, DE 11 DE SETEMBRO DE 2024, DA INSTRUÇÃO NORMATIVA SEGES/MGI Nº 190, DE 5 DE DEZEMBRO DE 2024 E DA INSTRUÇÃO NORMATIVA SEGES/MGI Nº 381, DE 17 DE SETEMBRO DE 2025. O PRESENTE TERMO ADITIVO PRODUZIRÁ EFEITOS A PARTIR 31/03/2026."
"000792024";"26000";"Ministério da Educação";"26415";"Instituto Federal de Educação, Ciência e T";"158132";"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL";"000012025";"22/12/2025";"Objetivo: A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 12 MESES, A PARTIR DE 21/01/2026 ATÉ 21/01/2027, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021. REAJUSTAR O VALOR CONTRATUAL DA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE ASSINATURA ANUAL, GERENCIAMENTO, VISUALIZAÇÃO, ATUALIZAÇÃO AUTOMÁTICA E IMPRESSÃO ILIMITADA DA COLEÇÃO COMPLETA DE NORMAS TÉCNICAS BRASILEIRAS (NBR'S) E MERC"
"000012026";"26000";"Ministério da Educação";"26423";"Instituto Federal de Educação, Ciência e T";"158134";"INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE";"000012026";"03/03/2026";"Objetivo: ACRESCENTAR 0,96% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DE 02/03/2026, EQUIVALENTE A R$ 84.520,92, NO CAMPUS ARACAJU, SENDO 01(UM) POSTO DE INSPETOR DE ALUNO DE ESCOLA PÚBLICA E NO CAMPUS GLÓRIA, SENDO 01 (UM) POSTO DE INSPETOR DE ALUNO DE ESCOLA PÚBLICA. FUNDAMENTAÇÃO LEGAL: ART. 124, INCISO I, ALÍNEA 'B' E ART. 125, DA LEI N.º 14.133/2021 E ALTERAÇÃO QUALITATIVA PARA ALTERAR A DATA DE INÍCIO DA EXECUÇÃO DO POSTO DE TÉCNICO DE MANUTENÇÃO PREDIAL DO CAMPUS ESTÂNCIA PARA 02/0"
"000012026";"26000";"Ministério da Educação";"26412";"Instituto Federal de Educação, Ciência e T";"158137";"INST.FED.DE EDUC.CIENCIA TEC DO SUL DE MINAS";"000012026";"23/03/2026";"Objetivo: REDUZIR A JORNADA DE TRABALHO DE 44 HORAS PARA 40 HORAS SEMANAIS DOS SEGUINTES SERVIÇOS CONTÍNUOS, OBJETO DO CONTRATO Nº 01/2026 NA FORMA DO ART. 4º DO DECRETO Nº 12.174, DE 11 DE SETEMBRO DE 2024, E DA INSTRUÇÃO NORMATIVA SEGES/MGI Nº 190, DE 5 DE DEZEMBRO DE 2024."
"000132026";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"158155";"INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"000432026";"23/03/2026";"Objetivo: INCLUSÃO DE POSTOS DE RECEPCIONISTA E SUPRESSÃO DE POSTO DE JARDINEIRO AO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 013/2026-PROAD/IFRN, EM OBSERVÂNCIA AO PARECER N. 00038/2026/PF-IFRN/PFIFRIO GRANDE DO NORTE/PGF/AGU"
"004372025";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"158371";"INST.FED.DO RN/CAMPUS APODI";"000252026";"02/03/2026";"Objetivo: O PRESENTE TERMO ADI?VO TEM POR FINALIDADE CORREÇÃO DE ERRO MATERIAL DA CLÁUSULA SEGUNDA DO CONTRATO Nº 437/2025-PROAD/IFRN, EM ESTRITA OBSERVÂNCIA AO PARECER N. 00016/2026/PF-IFRN/PFIFRIO GRANDE DO NORTE/PGF/AGU."
"000102025";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"158465";"IFPE - CAMPUS VITORIA DE SANTO ANTAO";"000002025";"30/12/2025";"Objetivo: TERMO ADITIVO DE VALOR PARA FINS DE REGISTRO DE ORÇAMENTO COM VISTAS A FUTURO TERMO ADITIVO."
"000012025";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012026";"12/02/2026";"Objetivo: PRORROGAÇÃO DE VIGÊNCIA DO CONTRATO Nº?01/2025, PELO PRAZO DE 12 (DOZE) MESES, DE ACORDO COM O ESTIPULADO PREVISTO NA LEI Nº?14.133/2021, ART. 107."
"000112023";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"158477";"IFPE - CAMPUS PESQUEIRA";"000012025";"04/07/2025";"Objetivo: PRORROGAR O CONTRATO 009/2023 POR MAIS 12 (DOSE) MESES, CONTEMPLANDO-SE DESTA FEITA O PERÍODO DE 10/01/2025 A 10/01/2026 COM FULCRO NO ART. 57, INCISO II DA LEI 8666/93."
"000112023";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"158477";"IFPE - CAMPUS PESQUEIRA";"000012026";"13/01/2026";"Objetivo: PRORROGAR O CONTRATO 009/2023 POR MAIS 12 (DOZE) MESES, CONTEMPLANDO-SE DESTA FEITA O PERÍODO DE 10/01/2026 A 10/01/2027 COM FLOCRO NO ART. 107 2 124 DA LEI 14133/2021."
"000352025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160015";"COMANDO 2 GRUPAMENTO ENGENHARIA";"000022026";"26/02/2026";"Objetivo: O PRESENTE TERMO ADITIVO AO CONTRATO 35/2025 TEM POR OBJETO À REPACTUAÇÃO QUE VISA PRESERVAR O EQUILIBRIO ECONOMICO-FINANCEIRO DA CONTRATAÇÃO."
"000042025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160088";"HOSPITAL MILITAR DE AREA DE BRASILIA";"000012026";"26/02/2026";"Objetivo: 1.1. PRORROGAÇÃO DO PRAZO DE VIGÊNCIA, DO CONTRATO Nº 04/2025 - H MIL A BRASÍLIA, POR UM PERÍODO DE 12 (DOZE) MESES, CONTADOS DE 1° DE MARÇO DE 2026 A 1° DE MARÇO DE 2027, COM FULCRO NO ART. 107, DA LEI N°14.133/21. 1.2. REAJUSTAR O VALOR DO CONTRATO Nº 04/2025- H MIL A BRASÍLIA, EM DECORRÊNCIA DA VARIAÇÃO POSITIVA DE 4,09%, ÍNDICE: IPCA - ÍND. DE PREÇOS AO CONSUMIDOR AMPLO (IPCA), ACUMULADO NOS ÚLTIMOS 12 DOZE MESES (FEV/25 A DEZ/25)"
"000892025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160105";"24º BATALHAO DE INFANTARIA DE SELVA";"000012026";"27/03/2026";"Objetivo: REAJUSTAR, A CONTAR DE 17/12/2025, O VALOR CONTRATUAL REFERENTE AO CONTRATO Nº 89/2025 FIRMADO ENTRE AS PARTES, COM FUNDAMENTO NO ART. 124. I, B), DA LEI Nº 14.133, DE 2021; RETIFICAR O NÚMERO DE PARCELAS DE 12 (DOZE) PARA 60 (MESES) REFERENTE A VIGÊNCIA CONTRATUAL DE 5 (CINCO) ANOS."
"002722025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160127";"4 GRUPO DE ARTILHARIA ANTIAEREA";"000012026";"05/03/2026";"Objetivo: SANAR PROBLEMAS NO EMPENHO"
"002982025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160127";"4 GRUPO DE ARTILHARIA ANTIAEREA";"000012026";"05/03/2026";"Objetivo: SANAR PROBLEMAS NO EMPENHO"
"000592026";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160149";"COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA";"000012026";"04/03/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR FINALIDADE ALTERAR QUALITATIVAMENTE O OBJETO DO CONTRATO ORIGINAL, INCLUINDO O SERVIÇO DE AVALIAÇÃO NEUROPSICOLÓGICA, CONFORME CARTAPROPOSTA ATUALIZADA APRESENTADA PELO CONTRATADO, MANTENDO-SE INALTERADAS AS DEMAIS CONDIÇÕES CONTRATUAIS"
"000112025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160185";"14 BATALHAO LOGISTICO";"000032026";"10/02/2026";"Objetivo: PRORROGAÇÃO DA DATA DE VIGÊNCIA E DILAÇÃO DE VALOR DO CONTRATO NÚMERO 011/2025."
"000012025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012026";"06/01/2026";"Objetivo: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE."
"000042025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012026";"08/01/2026";"Objetivo: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE."
"000062025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012026";"08/01/2026";"Objetivo: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE."
"000072025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012026";"08/01/2026";"Objetivo: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE."
"000082025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012026";"08/01/2026";"Objetivo: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE."
"000092025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012026";"08/01/2026";"Objetivo: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE."
